Name,Branch,Place,Exams Accepted,Fees
"Atharva College of Engineering, Malad",BE Electrical Engineering,"Mumbai, Maharashtra",JEE,"Fees:  ₹ 480,000"
"Poornima College of Engineering, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 308,000"
"Babaria Institute of Technology, Vadodara",BE Electrical Engineering,"Varanama, Gujarat",GUJCET,"Fees:  ₹ 424,000"
"Indus Institute of Technology and Engineering, Ahmedabad",B.Tech Electrical Engineering,"Ahmedabad, Gujarat",JEE,"Fees:  ₹ 360,800"
"Meerut Institute of Engineering and Technology, Meerut",B.Tech Electrical Engineering,"Rampur Pawti, Uttar Pradesh",UPSEE,"Fees:  ₹ 451,052"
"Advait Vedanta Institute of Technology, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",NA,"Exams:  JEE Main ,  AMU Entrance Test ,  BITSAT "
"Bhagwan Parshuram College of Engineering, Sonipat",B.Tech Electrical Engineering,"Gohana, Haryana",NA,NA
"Atal Bihari Vajpayee Government Institute of Engineering and Technology, Pragatinagar",B.Tech Electrical Engineering,"Gumma, Himachal Pradesh",NA,NA
"Sardar Vallabhbhai Patel Institute of Technology, Anand",BE Electrical Engineering,"Vasad, Gujarat",NA,"Fees:  ₹ 301,400"
"Asansol Engineering College, Asansol",B.Tech Electrical Engineering,"Asansol, West Bengal",JEE,"Fees:  ₹ 300,000"
"Marathwada Mitra Mandal's College of Engineering, Pune",BE Electrical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 308,000"
"University College of Science, Technology and Agriculture, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",NA,Exams:  WBJEE 
"Vaugh Institute of Agricultural Engineering and Technology, Allahabad",B.Tech Electrical Engineering,"Allahabad, Uttar Pradesh",NA,NA
"VVP Engineering College, Rajkot",BE Electrical Engineering,"Vajdi, Gujarat",NA,"Fees:  ₹ 372,000"
"United College of Engineering and Research, Allahabad",B.Tech Electrical Engineering,"Newada Samogar, Uttar Pradesh",UPSEE,"Fees:  ₹ 333,700"
"Rungta College of Engineering and Technology, Bhilai",BE Electrical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 294,920"
Indian Institute of Technology Jodhpur,B.Tech Electrical Engineering,"Jodhpur, Rajasthan",JEE,"Fees:  ₹ 995,200"
"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",BE Electrical E and P Engineering,"Nagpur, Maharashtra",NA,NA
"Shri Vaishnav Vidyapeeth Vishwavidyalaya, Indore",B.Tech Electrical Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 307,000"
"Rajkiya Engineering College, Ambedkar Nagar",B.Tech Electrical Engineering,"Akbarpur, Uttar Pradesh",UPSEE,"Fees:  ₹ 239,200"
"Rao Birender Singh State Institute of Engineering and Technology, Rewari",B.Tech Electrical Engineering,"Zainabad, Haryana",NA,NA
"Noida International University, Greater Noida",B.Tech Electrical Engineering,"Noida, Uttar Pradesh",NA,"Fees:  ₹ 592,000"
"University of Lucknow, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 480,000"
"Everest College of Engineering and Technology, Aurangabad",BE Electrical Engineering,"Aurangabad, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"North Eastern Regional Institute of Science and Technology, Nirjuli",B.Tech Electrical Engineering,"Itanagar, Arunachal Pradesh",NA,"Fees:  ₹ 42,720"
"Lukhdhirji Engineering College, Morbi",BE Electrical Engineering,"Morbi, Gujarat",NA,"Fees:  ₹ 6,000"
"University College of Engineering and Technology, Bikaner",B.Tech Electrical Engineering,"Bikaner, Rajasthan",JEE,"Fees:  ₹ 240,000"
"Shri Shankaracharya Engineering College, Bhilai",BE Electrical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 272,800"
Indian Institute of Technology Dharwad,B.Tech Electrical Engineering,"Dharwad, Karnataka",NA,Exams:  JEE Advanced 
"University Institute of Technology, The University of Burdwan, Burdwan",BE Electrical Engineering,"Burdwan, West Bengal",NA,"Fees:  ₹ 261,800"
"Sant Baba Bhag Singh University, Jalandhar",B.Tech Electrical Engineering,"Jalandhar, Punjab",NA,NA
"Government Engineering College, Modasa",BE Electrical Engineering,"Modasa, Gujarat",GUJCET,"Fees:  ₹ 6,000"
"Amritsar College of Engineering and Technology, Amritsar",B.Tech Electrical Engineering,"Amritsar, Punjab",JEE,"Fees:  ₹ 495,412"
"Jayawantrao Sawant College of Engineering, Pune",BE Electrical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 441,000"
"Rajkiya Engineering College, Sonbhadra",B.Tech Electrical Engineering,"Sonbhadra, Uttar Pradesh",NA,NA
"Mahatma Gandhi Mission's College of Engineering and Technology, Navi Mumbai",BE Electrical Engineering,"Navi Mumbai, Maharashtra",MAHA,"Fees:  ₹ 274,452"
"Mewar University, Chittorgarh",B.Tech Electrical Engineering,"Chittorgarh, Rajasthan",NA,"Fees:  ₹ 492,000"
"Shivaji University, Kolhapur",BE Electrical Engineering,"Kolhapur, Maharashtra",NA,Exams:  MAHA CET 
"Chaibasa Engineering College, Chaibasa",B.Tech Electrical Engineering,"Kelende, Jharkhand",NA,"Fees:  ₹ 120,000"
"Aditya Silver Oak Institute of Technology, Ahmedabad",B.Tech Electrical Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 224,000"
"Prof Ram Meghe College of Engineering and Management, Badnera",BE Electrical Engineering,"Badnera, Maharashtra",JEE,"Fees:  ₹ 370,000"
"Aadishwar College of Technology, Gandhinagar",B.Tech Electrical Engineering,"Bhoyan Rathod, Gujarat",JEE,"Fees:  ₹ 284,000"
"Dr Ram Manohar Lohia Avadh University, Faizabad",B.Tech Electrical Engineering,"Faizabad, Uttar Pradesh",UPSEE,"Fees:  ₹ 58,000"
"Millia Institute of Technology, Purnea",B.Tech Electrical Engineering,"Purnea, Bihar",NA,"Fees:  ₹ 300,000"
"Chhotubhai Gopalbhai Patel Institute of Technology, Bardoli",B.Tech Electrical Engineering,"Bardoli, Gujarat",GUJCET,"Fees:  ₹ 348,150"
"Jorhat Engineering College, Jorhat",BE Electrical Engineering,"Jorhat, Assam",Assam,"Fees:  ₹ 44,000"
"Budge Budge Institute of Technology, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 358,000"
"Government Engineering College, Jagdalpur",BE Electrical Engineering,"Jagdalpur, Chhattisgarh",CG,"Fees:  ₹ 85,040"
"Gandhi Engineering College, Bhubaneswar",B.Tech Electrical Engineering,"Badaraghunathpur, Odisha",NA,"Exams:  JEE Main ,  OJEE "
"Government College of Engineering, Kalahandi",B.Tech Electrical Engineering,"Kalahandi, Odisha",OJEE,"Fees:  ₹ 117,100"
"Shri Shankaracharya Institute of Engineering and Technology, Durg",BE Electrical Engineering,"Khapri Alias Pipardih, Chhattisgarh",JEE,"Fees:  ₹ 232,000"
"Ch Ranbir Singh State Institute of Engineering and Technology, Jhajjar",B.Tech Electrical Engineering,"Jhajjar, Haryana",NA,NA
"Quantum School of Technology, Roorkee",B.Tech Electrical Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 440,000"
"Ballarpur Institute of Technology, Chandrapur",BE Electrical Engineering,"Balharshah, Maharashtra",JEE,"Fees:  ₹ 293,480"
"Baba Ghulam Shah Badshah University, Jammu",B.Tech Electrical and Renewable Energy Engineering,"Jammu, Jammu and Kashmir",NA,NA
"Shri Shankaracharya Group of Institutions, Bhilai",BE Electrical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 283,400"
"Adani Institute of Infrastructure Engineering, Ahmedabad",BE Electrical Engineering,"Shantigram, Gujarat",NA,NA
"Mody University of Science and Technology, Lakshmangarh",B.Tech Electrical Engineering,"Sikar, Rajasthan",JEE,"Fees:  ₹ 818,000"
"Shree Swaminarayan Institute of Technology, Bhat",BE Electrical Engineering,"Ahmedabad, Gujarat",NA,"Exams:  JEE Main ,  GUJCET "
"Purnea College of Engineering, Purnea",B.Tech Electrical Engineering,"Purnea, Bihar",NA,Exams:  BCECE 
"MM Engineering College, Mullana- Ambala",B.Tech Electrical Engineering,"Ambala, Haryana",JEE,"Fees:  ₹ 597,994"
Indian Institute of Technology Bhilai,B.Tech Electrical Engineering,"Bhilai, Chhattisgarh",JEE,"Fees:  ₹ 887,750"
"Netaji Subhash Engineering College, Garia",B.Tech Electrical Engineering,"Garia, West Bengal",WBJEE,"Fees:  ₹ 393,000"
"Lokmanya Tilak College of Engineering, Navi Mumbai",BE Electrical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 463,560"
"Sinhgad Institute of Technology, Lonavala",BE Electrical Engineering,"Lonavala, Maharashtra",JEE,"Fees:  ₹ 420,000"
"Abha Gaikwad-Patil College of Engineering, Nagpur",BE Electrical Engineering,"Nagpur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Ramgarh Engineering College, Ramgarh",B.Tech Electrical Engineering,"Sukrigara Bamni, Jharkhand",NA,"Fees:  ₹ 120,000"
"Shyam University, Dausa",B.Tech Electrical Engineering,"Dausa, Rajasthan",NA,NA
"Giani Zail Singh Campus College of Engineering and Technology, Maharaja Ranjit Singh Punjab Technical University, Bathinda",B.Tech Electrical Engineering,"Bathinda, Punjab",NA,"Fees:  ₹ 213,120"
"Himalayan University, Itanagar",B.Tech Electrical Engineering,"Itanagar, Arunachal Pradesh",NA,NA
"Sandip Institute of Engineering and Management, Nashik",BE Electrical Engineering,"Nashik, Maharashtra",JEE,"Fees:  ₹ 311,560"
"Global Institute of Technology, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 338,750"
"Indira Gandhi Engineering College, Sagar",BE Electrical Engineering,"Baheria Gadgad, Madhya Pradesh",NA,"Fees:  ₹ 103,400"
"Dr S and SS Ghandhy Government Engineering College, Surat",BE Electrical Engineering,"Surat, Gujarat",NA,"Fees:  ₹ 10,000"
"Theem College of Engineering, Thane",BE Electrical Engineering,"Maan, Maharashtra",JEE,"Fees:  ₹ 266,156"
"Purulia Government Engineering College, Purulia",B.Tech Electrical Engineering,"Purulia, West Bengal",NA,"Fees:  ₹ 24,000"
"Bengal College of Engineering and Technology, Durgapur",B.Tech Electrical Engineering,"Durgapur, West Bengal",JEE,"Fees:  ₹ 357,000"
"Rajkiya Engineering College, Kannauj",B.Tech Electrical Engineering,"Kannauj, Uttar Pradesh",UPSEE,"Fees:  ₹ 243,000"
National Institute of Technology Arunachal Pradesh,B.Tech Electrical Engineering,"Papum Pare, Arunachal Pradesh",JEE,"Fees:  ₹ 557,600"
"CT University, Ludhiana",B.Tech Electrical Engineering,"Ludhiana, Punjab",NA,"Fees:  ₹ 262,000"
"Centurion Institute of Technology, Bhubaneswar",B.Tech Electrical Engineering,"Khurdha, Odisha",NA,"Fees:  ₹ 400,000"
"Jodhpur Institute of Engineering and Technology, Jodhpur",B.Tech Electrical Engineering,"Mogra, Rajasthan",JEE,"Fees:  ₹ 318,000"
"Vikram University, Ujjain",BE Electrical Engineering,"Ujjain, Madhya Pradesh",NA,"Fees:  ₹ 149,521"
"MCKV Institute of Engineering, Howrah",B.Tech Electrical Engineering,"Howrah, West Bengal",JEE,"Fees:  ₹ 349,200"
"Adamas University, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"Viva Institute of Technology, Thane",BE Electrical Engineering,"Thane, Maharashtra",JEE,"Fees:  ₹ 252,000"
"Government Engineering College, Bharuch",BE Electrical Engineering,"Bharuch, Gujarat",NA,"Fees:  ₹ 6,000"
"Vishwavidyalaya Engineering College Sarguja University, Surguja",BE Electrical Engineering,"Ambikapur, Chhattisgarh",NA,NA
"Mahatma Gandhi Mission's Jawaharlal Nehru Engineering College, Aurangabad",BE Electrical Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 344,000"
"Raja Balwant Singh Engineering Technical Campus, Bichpuri",B.Tech Electrical Engineering,"Bichpuri, Uttar Pradesh",JEE,"Fees:  ₹ 316,500"
"Institute of Science and Technology, Paschim Medinipur",B.Tech Electrical Engineering,"Dhunrabila, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"Parul Institute of Engineering and Technology, Vadodara",B.Tech Electrical Engineering,"Vadodara, Gujarat",NA,"Fees:  ₹ 339,000"
"Laxmi Institute of Technology, Sarigam",BE Electrical Engineering,"Vapi, Gujarat",GUJCET,"Fees:  ₹ 252,000"
"Navrachana University, Vadodara",B.Tech Electrical Engineering,"Vadodara, Gujarat",NA,"Fees:  ₹ 436,000"
"Pillais HOC College of Engineering and Technology, Rasayani",BE Electrical Engineering,"Rasayani, Maharashtra",NA,"Fees:  ₹ 393,220"
"Dumka Engineering College, Dumka",B.Tech Electrical Engineering,"Balia, Jharkhand",NA,"Exams:  JEE Main ,  JEECE "
"Uttaranchal Institute of Technology, Dehradun",B.Tech Electrical Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 453,000"
"Institute of Engineering & Technology, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,NA
"Padmabhooshan Vasantraodada Patil Institute of Technology, Sangli",BE Electrical Engineering,"Sangli, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"THDC Institute of Hydro Power Engineering and Technology, Tehri",B.Tech Electrical Engineering,"Tehri, Uttarakhand",NA,"Fees:  ₹ 255,000"
"Finolex Academy of Management and Technology, Ratnagiri",BE Electrical Engineering,"Ratnagiri, Maharashtra",JEE,"Fees:  ₹ 302,760"
"University of Kashmir, Srinagar",B.Tech Electrical Engineering,"Srinagar, Jammu and Kashmir",NA,Exams:  JEE Main 
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology, Pune",BE Electrical Engineering,"Baramati, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"KJ Institute of Engineering and Technology, Vadodara",BE Electrical Engineering,"Javla, Gujarat",GUJCET,"Fees:  ₹ 240,000"
"Guru Nanak Institute of Technology, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 300,000"
"Sanskriti University, Mathura",B.Tech Electrical Engineering,"Mathura, Uttar Pradesh",NA,Exams:  JEE Main 
"SVPM's College of Engineering, Pune",BE Electrical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 232,000"
"United Institute of Technology, Allahabad",B.Tech Electrical Engineering,"Allahabad, Uttar Pradesh",NA,"Fees:  ₹ 498,600"
"Manav Institute of Technology and Management, Hisar",B.Tech Electrical Engineering,"Hisar, Haryana",NA,NA
"BP Poddar Institute of Management and Technology, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 357,000"
Indian Institute of Technology Goa,B.Tech Electrical Engineering,"Ponda, Goa",NA,Exams:  JEE Advanced 
"Matoshri Pratishthans Group of Institutions, Nanded",B.Tech Electrical Engineering,"Khupsarwadi, Maharashtra",NA,Exams:  JEE Main 
"IFTM University, Moradabad",B.Tech Electrical Engineering,"Lodhipur Rajput, Uttar Pradesh",NA,"Fees:  ₹ 408,000"
"Institute of Engineering and Technology, Dr BR Ambedkar University, Agra",B.Tech Electical Engineering,"Agra, Uttar Pradesh",NA,NA
"Anjuman College of Engineering and Technology, Nagpur",BE Electrical Engineering,"Nagpur, Maharashtra",MAHA,"Fees:  ₹ 295,000"
"Government College of Engineering, Chandrapur",BE Electrical Engineering,"Chandrapur, Maharashtra",MAHA,"Fees:  ₹ 101,004"
"Singhania University, Jhunjhunu",B.Tech Electrical Engineering,"Rasoolpur, Rajasthan",NA,NA
"Dr Shakuntala Misra National Rehabilitation University, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 282,805"
"University Institute of Information Technology, Shimla",B.Tech Electrical Engineering,"Shimla, Himachal Pradesh",NA,"Fees:  ₹ 441,340"
"College of Engineering and Management, Kolaghat",B.Tech Electrical Engineering,"Kolaghat, West Bengal",NA,"Fees:  ₹ 73,300"
"B K Birla Institute of Engineering and Technology, Pilani",B.Tech Electrical Engineering,"Pilani, Rajasthan",JEE,"Fees:  ₹ 362,600"
"MET Bhujbal Knowledge City, Nashik",B.Tech Electrical Engineering,"Nashik, Maharashtra",NA,"Fees:  ₹ 304,000"
"PES College of Engineering, Aurangabad",BE Electrical Engineering,"Aurangabad, Maharashtra",NA,NA
"New Horizon Institute of Technology and Management, Thane",BE Electrical Engineering,"Thane, Maharashtra",NA,NA
"Indus University, Ahmedabad",B.Tech Electrical Engineering,"Ahmedabad, Gujarat",GUJCET,"Fees:  ₹ 360,800"
"Dr CV Raman University, Bilaspur",BE Electrical Engineering,"Bilaspur, Chhattisgarh",NA,"Fees:  ₹ 202,800"
"St Vincent Pallotti College of Engineering and Technology, Nagpur",BE Electrical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 412,800"
"Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",JEE,"Fees:  ₹ 331,500"
"Government Women Engineering College, Ajmer",B.Tech Electrical Engineering,"Ajmer, Rajasthan",JEE,"Fees:  ₹ 220,000"
"GS Mandal's Maharashtra Institute of Technology, Aurangabad",B.Tech Electrical Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 336,000"
"Reva Institute of Technology and Management, Bangalore",BE Electrical Engineering,"Bangalore, Karnataka",NA,NA
"Government College of Engineering and Technology, Jammu",BE Electrical Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 77,300"
"Government Engineering College, Valsad",BE Electrical Engineering,"Valsad, Gujarat",NA,"Fees:  ₹ 6,000"
"Guru Kashi University, Talwandi Sabo",B.Tech Electrical Engineering Evening,"Talwandi Sabo, Punjab",NA,NA
"RCC Institute of Information Technology, Beliaghata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 369,300"
"Dr BR Ambedkar University, Agra",BE Electrical Engineering,"Agra, Uttar Pradesh",NA,Exams:  UPSEE 
"Smt Indira Gandhi College of Engineering, Navi Mumbai",BE Electrical Engineering,"Navi Mumbai, Maharashtra",JEE,"Fees:  ₹ 325,284"
"Darshan Institute of Engineering and Technology, Rajkot",BE Electrical Engineering,"Hadala, Gujarat",NA,"Fees:  ₹ 292,000"
"JIS College of Engineering, Nadia",B.Tech Electrical Engineering,"Kanchrapara, West Bengal",JEE,"Fees:  ₹ 546,000"
"Apollo Institute of Engineering and Technology, Ahmedabad",B.Tech Electrical Engineering,"Ahmedabad, Gujarat",NA,"Fees:  ₹ 216,000"
"Roorkee Institute of Technology, Roorkee",B.Tech Electrical Engineering,"Roorkee, Uttarakhand",JEE,"Fees:  ₹ 383,200"
"Saharsa College of Engineering, Saharsa",B.Tech Electrical Engineering,"Saharsa, Bihar",NA,NA
Indian Institute of Technology Mandi,B.Tech Electrical Engineering,"Suran, Himachal Pradesh",JEE,"Fees:  ₹ 828,750"
"Parul Institute of Technology, Vadodara",B.Tech Electrical Engineering,"Limda, Gujarat",GUJCET,"Fees:  ₹ 339,000"
"Aditya Engineering College, Beed",BE Electrical Engineering,"Beed, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Marwadi University, Rajkot",BE Electrical Engineering,"Rajkot, Gujarat",NA,NA
"Sharad Institute of Technology, College of Engineering, Yadrav",BE Electrical Engineering,"Ichalkaranji, Maharashtra",MAHA,"Fees:  ₹ 337,476"
"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal",BE Electrical Engineering,"Yavatmal, Maharashtra",JEE,"Fees:  ₹ 247,865"
"Camellia School of Engineering and Technology, Barasat",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 280,000"
"Bhubaneswar Engineering College, Bhubaneswar",B.Tech Electrical Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 252,000"
"Cooch Behar Government Engineering College, Cooch Behar",B.Tech Electrical Engineering,"Cooch Behar, West Bengal",WBJEE,"Fees:  ₹ 29,900"
"SunRise University, Alwar",B.Tech Electrical Engineering,"Bagar Rajput, Rajasthan",NA,"Fees:  ₹ 291,000"
"Arunachal University of Studies, Namsai",B.Tech Electrical Engineering,"Namsai, Arunachal Pradesh",NA,NA
"Yogananda College of Engineering and Technology, Jammu",BE Electrical Engineering,"Jammu, Jammu and Kashmir",NA,"Fees:  ₹ 180,000"
"DAV University, Jalandhar",B.Tech Electrical Engineering,"Sarmastpur, Punjab",NA,"Fees:  ₹ 514,000"
"RKDF Institute of Science and Technology, Bhopal",BE Electrical Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 220,000"
"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule",B.Tech Electrical Engineering,"Dhule, Maharashtra",NA,NA
"Graphic Era Hill University, Dehradun",B.Tech Electrical Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 686,952"
"Shram Sadhana Bombay Trust's College of Engineering and Technology, Jalgaon",BE Electrical Engineering,"Jalgaon, Maharashtra",JEE,"Fees:  ₹ 277,530"
"Ahmedabad Institute of Technology, Ahmedabad",B.Tech Electrical Engineering,"Ahmedabad, Gujarat",GUJCET,"Fees:  ₹ 264,000"
"Vadodara Institute of Engineering, Vadodara",B.Tech Electrical Engineering,"Kotambi, Gujarat",NA,"Fees:  ₹ 208,000"
"Rustamji Institute of Technology, Gwalior",BE Electrical Engineering,"Gwalior, Madhya Pradesh",JEE,"Fees:  ₹ 283,644"
"Gandhinagar Institute of Technology, Gandhinagar",BE Electrical Engineering,"Moti Bhoyan, Gujarat",GUJCET,"Fees:  ₹ 199,600"
"Bengal Institute of Technology and Management, Santiniketan",B.Tech Electrical Engineering,"Gopalnagar, West Bengal",JEE,"Fees:  ₹ 355,500"
"St Andrews Institute of Technology and Management, Gurgaon",B.Tech Electrical Engineering,"Farukh Nagar, Haryana",JEE,"Fees:  ₹ 330,000"
"Dr CV Raman University, Vaishali",BE Electrical Engineering,"Vaishali, Bihar",NA,NA
"CMJ University, Shillong",B.Tech Electrical Engineering,"Shillong, Meghalaya",NA,NA
"CSMSS CHH Shahu College of Engineering, Aurangabad",B.Tech Electrical Engineering,"Aurangabad, Maharashtra",MAHA,"Fees:  ₹ 282,000"
"NM Institute of Engineering and Technology, Bhubaneswar",B.Tech Electrical Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 268,000"
"Bharatratna Indira Gandhi College of Engineering, Solapur",B.Tech Electrical Engineering,"Kegaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Trident Academy of Technology, Bhubaneswar",B.Tech Electrical Engineering,"Bhubaneswar, Odisha",JEE,"Fees:  ₹ 402,300"
"Saroj Institute of Technology and Management, Lucknow",B.Tech Electrical Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 340,000"
"Shri Siddhi Vinayak Institute of Technology, Bareilly",B.Tech Electrical Engineering,"Bareilly, Uttar Pradesh",UPSEE,"Fees:  ₹ 300,000"
"MS Bidve Engineering College, Latur",B.Tech Electrical Engineering Electronics and Power,"Latur, Maharashtra",JEE,"Fees:  ₹ 316,000"
"St Thomas College of Engineering and Technology, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 386,700"
"Shri Shankaracharya Institute of Professional Management and Technology, Raipur",BE Electrical Engineering,"Datrenga, Chhattisgarh",CG,"Fees:  ₹ 291,020"
"Rajasthan College of Engineering for Women, Jaipur",B.Tech Electrical Engineering,"Jaipur, Rajasthan",NA,"Fees:  ₹ 302,000"
"Meghnad Saha Institute of Technology, South 24 Parganas",B.Tech Electrical Engineering,"South 24 Parganas, West Bengal",JEE,"Fees:  ₹ 288,000"
"Swaminarayan College of Engineering and Technology, Kalol",BE Electrical Engineering,"Kalol, Gujarat",NA,Exams:  GUJCET 
"Institute of Technology and Management Universe, Vadodara",BE Electrical Engineering,"Paldi, Gujarat",JEE,"Fees:  ₹ 344,000"
"Gandhi Institute for Technological Advancement, Bhubaneswar",B.Tech Electrical Engineering,"Badaraghunathpur, Odisha",JEE,"Fees:  ₹ 437,000"
"Uma Nath Singh Institute of Engineering and Technology, Jaunpur",B.Tech Electrical Engineering,"Jaunpur, Uttar Pradesh",NA,Exams:  UPSEE 
"Rai University, Ahmedabad",B.Tech Electrical Engineering,"Saroda, Gujarat",NA,"Fees:  ₹ 256,000"
"Jagannath University, Jaipur",B.Tech Electrical Engineering,"Jaisinghpura, Rajasthan",JEE,"Fees:  ₹ 420,000"
"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",B.Tech Electrical Engineering,"Bareilly, Uttar Pradesh",NA,Exams:  UPSEE 
"William Carey University, Shillong",B.Tech Electrical Engineering,"Shillong, Meghalaya",NA,NA
"KDK College of Engineering, Nagpur",BE Electrical Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 340,053"
"Jorhat Institute of Science and Technology, Jorhat",BE Power Electronics and Instrumentation Engineering,"Jorhat, Assam",NA,"Exams:  JEE Main ,  Assam CEE "
"GS Mandal's Marathwada Institute of Technology, Aurangabad",BE Electrical Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 308,000"
"GH Raisoni Institute of Engineering and Technology, Nagpur",BE Electrical Engineering,"Nagpur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Parul University, Vadodara",B.Tech Electrical Engineering,"Waghodia, Gujarat",NA,NA
"GH Raisoni Institute of Engineering and Technology, Pune",BE Electrical Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 390,600"
"Exalt College of Engineering and Technology, Hajipur",B.Tech Electrical Engineering,"Patna, Bihar",NA,NA
"KK College of Engineering and Management, Nalanda",B.Tech Electrical Engineering,"Nalanda, Bihar",NA,NA
"Sal Institute of Technology and Engineering Research, Ahmedabad",BE Electrical Engineering,"Ahmedabad, Gujarat",JEE,"Fees:  ₹ 224,000"
"SS College of Engineering, Udaipur",B.Tech Electrical Engineering,"Umra, Rajasthan",JEE,"Fees:  ₹ 308,000"
"Alard College of Engineering and Management, Pune",BE Electrical Engineering,"Pune, Maharashtra",MAHA,"Fees:  ₹ 297,000"
"Ch Devi Lal State Institute of Engineering and Technology, Sirsa",B.Tech Electrical Engineering,"Sirsa, Haryana",NA,"Fees:  ₹ 158,000"
"Sai Nath College, Agra",B.Tech Electrical Engineering,"Agra, Uttar Pradesh",NA,NA
"Dnyanshree Institute of Engineering and Technology, Satara",BE Electrical Engineering,"Gajawadi, Maharashtra",NA,Exams:  MAHA CET 
"Trinity College of Engineering and Research, Pune",BE Electrical Engineering,"Yewalewadi, Maharashtra",JEE,"Fees:  ₹ 368,320"
"SKN Sinhgad College of Engineering, Korti",BE Electrical Engineering,"Pandharpur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Atmiya Institute of Technology and Science, Rajkot",BE Electrical Engineering,"Rajkot, Gujarat",NA,"Fees:  ₹ 288,000"
"Alpha College of Engineering and Technology, Kalol",BE Electrical Engineering,"Khatraj, Gujarat",GUJCET,"Fees:  ₹ 220,000"
"Rajkiya Engineering College, Banda",B.Tech Electrical Engineering,"Banda, Uttar Pradesh",NA,"Fees:  ₹ 224,200"
"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib",B.Tech Electrical Engineering,"Fatehgarh Sahib, Punjab",JEE,"Fees:  ₹ 298,000"
"Future Institute of Engineering and Management, Kolkata",B.Tech Electrical Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 362,000"
"Supaul College of Engineering, Supaul",B.Tech Electrical Engineering,"Supaul, Bihar",NA,NA
